fid,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,pop_sum
3103,33,BRA,Brazil,12,Mato Grosso,1530,Sapezal,3103,Sapezal,Distrito,District,,,32661
3104,33,BRA,Brazil,12,Mato Grosso,1531,Sinop,3104,Sinop,Distrito,District,,,221810
3105,33,BRA,Brazil,12,Mato Grosso,1532,Tabaporã,3105,Tabaporã,Distrito,District,,,9936
3106,33,BRA,Brazil,12,Mato Grosso,1533,Tangará da Serra,3106,Progresso,Distrito,District,,,2592
3107,33,BRA,Brazil,12,Mato Grosso,1533,Tangará da Serra,3107,São Joaquim,Distrito,District,,,929
3108,33,BRA,Brazil,12,Mato Grosso,1533,Tangará da Serra,3108,São Jorge,Distrito,District,,,4333
3109,33,BRA,Brazil,12,Mato Grosso,1533,Tangará da Serra,3109,Tangará da Serra,Distrito,District,,,106570
3110,33,BRA,Brazil,12,Mato Grosso,1534,Tapurah,3110,Boa Esperança,Distrito,District,,,2785
3111,33,BRA,Brazil,12,Mato Grosso,1534,Tapurah,3111,Caravagio,Distrito,District,,,2073
3112,33,BRA,Brazil,12,Mato Grosso,1534,Tapurah,3112,Novo Eldorado,Distrito,District,,,9244
3113,33,BRA,Brazil,12,Mato Grosso,1534,Tapurah,3113,Primavera,Distrito,District,,,5516
3114,33,BRA,Brazil,12,Mato Grosso,1534,Tapurah,3114,Sorriso,Distrito,District,,,117968
3115,33,BRA,Brazil,12,Mato Grosso,1534,Tapurah,3115,Tapurah,Distrito,District,,,26687
3116,33,BRA,Brazil,12,Mato Grosso,1535,Terra Nova do Norte,3116,Miraguai do Norte,Distrito,District,,,1324
3117,33,BRA,Brazil,12,Mato Grosso,1535,Terra Nova do Norte,3117,Nona Agrovila,Distrito,District,,,1378
3118,33,BRA,Brazil,12,Mato Grosso,1535,Terra Nova do Norte,3118,Nonoai do Norte,Distrito,District,,,595
3119,33,BRA,Brazil,12,Mato Grosso,1535,Terra Nova do Norte,3119,Terra Nova do Norte,Distrito,District,,,7012
3120,33,BRA,Brazil,12,Mato Grosso,1536,Tesouro,3120,Batovi,Distrito,District,,,1166
3121,33,BRA,Brazil,12,Mato Grosso,1536,Tesouro,3121,Cassununga,Distrito,District,,,319
3122,33,BRA,Brazil,12,Mato Grosso,1536,Tesouro,3122,Tesouro,Distrito,District,,,1629
3123,33,BRA,Brazil,12,Mato Grosso,1537,Torixoréu,3123,Torixoréu,Distrito,District,,,4319
3124,33,BRA,Brazil,12,Mato Grosso,1538,União do Sul,3124,União do Sul,Distrito,District,,,3983
3125,33,BRA,Brazil,12,Mato Grosso,1539,Várzea Grande,3125,Bom Sucesso,Distrito,District,,,3576
3126,33,BRA,Brazil,12,Mato Grosso,1539,Várzea Grande,3126,Capao Grande,Distrito,District,,,10637
3127,33,BRA,Brazil,12,Mato Grosso,1539,Várzea Grande,3127,Passagem da Conceicao,Distrito,District,,,4346
3128,33,BRA,Brazil,12,Mato Grosso,1539,Várzea Grande,3128,Porto Velho,Distrito,District,,,48978
3129,33,BRA,Brazil,12,Mato Grosso,1539,Várzea Grande,3129,Várzea Grande,Distrito,District,,,256955
3130,33,BRA,Brazil,12,Mato Grosso,1540,Vera,3130,Vera,Distrito,District,,,11635
3131,33,BRA,Brazil,12,Mato Grosso,1541,Vila Rica,3131,Vila Rica,Distrito,District,,,19404
3132,33,BRA,Brazil,13,Minas Gerais,1542,Água Boa,3132,Água Boa,Distrito,District,,,11620
3133,33,BRA,Brazil,13,Minas Gerais,1543,Água Comprida,3133,Água Comprida,Distrito,District,,,2249
3134,33,BRA,Brazil,13,Minas Gerais,1544,Águas Formosas,3134,Águas Formosas,Distrito,District,,,19101
3135,33,BRA,Brazil,13,Minas Gerais,1545,Águas Vermelhas,3135,Águas Vermelhas,Distrito,District,,,8235
3136,33,BRA,Brazil,13,Minas Gerais,1545,Águas Vermelhas,3136,Itamarati,Distrito,District,,,1503
3137,33,BRA,Brazil,13,Minas Gerais,1545,Águas Vermelhas,3137,Machado Mineiro,Distrito,District,,,5242
3138,33,BRA,Brazil,13,Minas Gerais,1546,Açucena,3138,Açucena,Distrito,District,,,3934
3139,33,BRA,Brazil,13,Minas Gerais,1546,Açucena,3139,Aramirim,Distrito,District,,,2034
3140,33,BRA,Brazil,13,Minas Gerais,1546,Açucena,3140,Felicina,Distrito,District,,,880
3141,33,BRA,Brazil,13,Minas Gerais,1546,Açucena,3141,Gama,Distrito,District,,,466
3142,33,BRA,Brazil,13,Minas Gerais,1546,Açucena,3142,Naque-Nanuque,Distrito,District,,,658
3143,33,BRA,Brazil,13,Minas Gerais,1547,Abadia dos Dourados,3143,Abadia dos Dourados,Distrito,District,,,6258
3144,33,BRA,Brazil,13,Minas Gerais,1548,Abaeté,3144,Abaeté,Distrito,District,,,23531
3145,33,BRA,Brazil,13,Minas Gerais,1549,Abre Campo,3145,Abre Campo,Distrito,District,,,11099
3146,33,BRA,Brazil,13,Minas Gerais,1549,Abre Campo,3146,Granada,Distrito,District,,,3582
3147,33,BRA,Brazil,13,Minas Gerais,1550,Acaiaca,3147,Acaiaca,Distrito,District,,,4064
3148,33,BRA,Brazil,13,Minas Gerais,1551,Aguanil,3148,Aguanil,Distrito,District,,,4514
3149,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3149,Aimorés,Distrito,District,,,13715
3150,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3150,Alto do Capim,Distrito,District,,,1668
3151,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3151,Conceicao do Capim,Distrito,District,,,1758
3152,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3152,Expedicionario Alicio,Distrito,District,,,915
3153,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3153,Mundo Novo de Minas,Distrito,District,,,1262
3154,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3154,Penha do Capim,Distrito,District,,,1412
3155,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3155,São Sebastião da Vala,Distrito,District,,,1998
3156,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3156,Santo Antonio do Rio doce,Distrito,District,,,2083
3157,33,BRA,Brazil,13,Minas Gerais,1552,Aimorés,3157,Tabauna,Distrito,District,,,1774
3158,33,BRA,Brazil,13,Minas Gerais,1553,Aiuruoca,3158,Aiuruoca,Distrito,District,,,6499
3159,33,BRA,Brazil,13,Minas Gerais,1554,Além Paraíba,3159,Além Paraíba,Distrito,District,,,26045
3160,33,BRA,Brazil,13,Minas Gerais,1554,Além Paraíba,3160,Angustura,Distrito,District,,,3400
3161,33,BRA,Brazil,13,Minas Gerais,1555,Alagoa,3161,Alagoa,Distrito,District,,,2811
3162,33,BRA,Brazil,13,Minas Gerais,1556,Albertina,3162,Albertina,Distrito,District,,,3056
3163,33,BRA,Brazil,13,Minas Gerais,1557,Alfenas,3163,Alfenas,Distrito,District,,,81344
3164,33,BRA,Brazil,13,Minas Gerais,1557,Alfenas,3164,Barranco Alto,Distrito,District,,,1909
3165,33,BRA,Brazil,13,Minas Gerais,1558,Alfredo Vasconcelos,3165,Alfredo Vasconcelos,Distrito,District,,,6310
3166,33,BRA,Brazil,13,Minas Gerais,1558,Alfredo Vasconcelos,3166,São José de Pouso Alegre,Distrito,District,,,1026
3167,33,BRA,Brazil,13,Minas Gerais,1559,Almenara,3167,Almenara,Distrito,District,,,37929
3168,33,BRA,Brazil,13,Minas Gerais,1559,Almenara,3168,Pedra Grande,Distrito,District,,,4215
3169,33,BRA,Brazil,13,Minas Gerais,1560,Alpercata,3169,Alpercata,Distrito,District,,,6939
3170,33,BRA,Brazil,13,Minas Gerais,1561,Alpinópolis,3170,Alpinópolis,Distrito,District,,,18874
3171,33,BRA,Brazil,13,Minas Gerais,1562,Alterosa,3171,Alterosa,Distrito,District,,,12181
3172,33,BRA,Brazil,13,Minas Gerais,1562,Alterosa,3172,Divino Espirito Santo,Distrito,District,,,2333
3173,33,BRA,Brazil,13,Minas Gerais,1563,Alto Caparaó,3173,Alto Caparaó,Distrito,District,,,6204
3174,33,BRA,Brazil,13,Minas Gerais,1564,Alto Jequitibá,3174,Alto Jequitibá,Distrito,District,,,7560
3175,33,BRA,Brazil,13,Minas Gerais,1564,Alto Jequitibá,3175,Padre Julio Maria,Distrito,District,,,1173
3176,33,BRA,Brazil,13,Minas Gerais,1565,Alto Rio doce,3176,Abreus,Distrito,District,,,1937
3177,33,BRA,Brazil,13,Minas Gerais,1565,Alto Rio doce,3177,Alto Rio doce,Distrito,District,,,6528
3178,33,BRA,Brazil,13,Minas Gerais,1565,Alto Rio doce,3178,Missionario,Distrito,District,,,650
3179,33,BRA,Brazil,13,Minas Gerais,1565,Alto Rio doce,3179,Vitorinos,Distrito,District,,,1427
3180,33,BRA,Brazil,13,Minas Gerais,1566,Alvarenga,3180,Alvarenga,Distrito,District,,,4352
3181,33,BRA,Brazil,13,Minas Gerais,1567,Alvinópolis,3181,Alvinópolis,Distrito,District,,,9426
3182,33,BRA,Brazil,13,Minas Gerais,1567,Alvinópolis,3182,Barretos de Alvinopolis,Distrito,District,,,1018
3183,33,BRA,Brazil,13,Minas Gerais,1567,Alvinópolis,3183,Fonseca,Distrito,District,,,3522
3184,33,BRA,Brazil,13,Minas Gerais,1567,Alvinópolis,3184,Major Ezequiel,Distrito,District,,,1553
3185,33,BRA,Brazil,13,Minas Gerais,1568,Alvorada de Minas,3185,Alvorada de Minas,Distrito,District,,,2600
3186,33,BRA,Brazil,13,Minas Gerais,1568,Alvorada de Minas,3186,Itapanhoacanga,Distrito,District,,,1745
3187,33,BRA,Brazil,13,Minas Gerais,1569,Amparo do Serra,3187,Amparo do Serra,Distrito,District,,,3534
3188,33,BRA,Brazil,13,Minas Gerais,1569,Amparo do Serra,3188,Padre Felisberto,Distrito,District,,,1079
3189,33,BRA,Brazil,13,Minas Gerais,1570,Andradas,3189,Andradas,Distrito,District,,,39446
3190,33,BRA,Brazil,13,Minas Gerais,1570,Andradas,3190,Campestrinho,Distrito,District,,,825
3191,33,BRA,Brazil,13,Minas Gerais,1570,Andradas,3191,Graminea,Distrito,District,,,2763
3192,33,BRA,Brazil,13,Minas Gerais,1571,Andrelândia,3192,Andrelândia,Distrito,District,,,12321
3193,33,BRA,Brazil,13,Minas Gerais,1572,Angelândia,3193,Angelândia,Distrito,District,,,7537
3194,33,BRA,Brazil,13,Minas Gerais,1573,Antônio Carlos,3194,Antônio Carlos,Distrito,District,,,8524
3195,33,BRA,Brazil,13,Minas Gerais,1573,Antônio Carlos,3195,Dr. Sa Fortes,Distrito,District,,,1322
3196,33,BRA,Brazil,13,Minas Gerais,1573,Antônio Carlos,3196,São Sebastião de Campolide,Distrito,District,,,1488
3197,33,BRA,Brazil,13,Minas Gerais,1574,Antônio Dias,3197,Antônio Dias,Distrito,District,,,7466
3198,33,BRA,Brazil,13,Minas Gerais,1574,Antônio Dias,3198,Hematita,Distrito,District,,,2180
3199,33,BRA,Brazil,13,Minas Gerais,1575,Antonio Prado de Minas,3199,Antonio Prado de Minas,Distrito,District,,,1574
3200,33,BRA,Brazil,13,Minas Gerais,1576,Araçuaí,3200,Araçuaí,Distrito,District,,,28636
3201,33,BRA,Brazil,13,Minas Gerais,1576,Araçuaí,3201,Engenheiro Schnoor,Distrito,District,,,3303
3202,33,BRA,Brazil,13,Minas Gerais,1576,Araçuaí,3202,Itira,Distrito,District,,,1930
3203,33,BRA,Brazil,13,Minas Gerais,1577,Aracai,3203,Aracai,Distrito,District,,,1986
3204,33,BRA,Brazil,13,Minas Gerais,1578,Aracitaba,3204,Aracitaba,Distrito,District,,,2141
3205,33,BRA,Brazil,13,Minas Gerais,1579,Araguari,3205,Amanhece,Distrito,District,,,4190
3206,33,BRA,Brazil,13,Minas Gerais,1579,Araguari,3206,Araguari,Distrito,District,,,112632
3207,33,BRA,Brazil,13,Minas Gerais,1579,Araguari,3207,Florestina,Distrito,District,,,4390
3208,33,BRA,Brazil,13,Minas Gerais,1579,Araguari,3208,Piracaiba,Distrito,District,,,3207
3209,33,BRA,Brazil,13,Minas Gerais,1580,Arantina,3209,Arantina,Distrito,District,,,3067
3210,33,BRA,Brazil,13,Minas Gerais,1581,Araponga,3210,Araponga,Distrito,District,,,4713
3211,33,BRA,Brazil,13,Minas Gerais,1581,Araponga,3211,Estevao de Araujo,Distrito,District,,,3506
3212,33,BRA,Brazil,13,Minas Gerais,1582,Arapuá,3212,Arapuá,Distrito,District,,,2581
3213,33,BRA,Brazil,13,Minas Gerais,1583,Araujos,3213,Araújos,Distrito,District,,,9857
3214,33,BRA,Brazil,13,Minas Gerais,1584,Araxá,3214,Araxá,Distrito,District,,,120607
3215,33,BRA,Brazil,13,Minas Gerais,1585,Arceburgo,3215,Arceburgo,Distrito,District,,,9127
3216,33,BRA,Brazil,13,Minas Gerais,1586,Arcos,3216,Arcos,Distrito,District,,,44217
3217,33,BRA,Brazil,13,Minas Gerais,1587,Areado,3217,Areado,Distrito,District,,,14376
3218,33,BRA,Brazil,13,Minas Gerais,1588,Argirita,3218,Argirita,Distrito,District,,,2654
3219,33,BRA,Brazil,13,Minas Gerais,1589,Aricanduva,3219,Aricanduva,Distrito,District,,,4750
3220,33,BRA,Brazil,13,Minas Gerais,1590,Arinos,3220,Arinos,Distrito,District,,,13224
3221,33,BRA,Brazil,13,Minas Gerais,1590,Arinos,3221,Pic Sagarana,Distrito,District,,,1633
3222,33,BRA,Brazil,13,Minas Gerais,1590,Arinos,3222,Vila Bom Jesus,Distrito,District,,,2607
3223,33,BRA,Brazil,13,Minas Gerais,1591,Astolfo Dutra,3223,Astolfo Dutra,Distrito,District,,,12310
3224,33,BRA,Brazil,13,Minas Gerais,1591,Astolfo Dutra,3224,Santana do Campestre,Distrito,District,,,1712
3225,33,BRA,Brazil,13,Minas Gerais,1591,Astolfo Dutra,3225,Sobral Pinto,Distrito,District,,,1120
3226,33,BRA,Brazil,13,Minas Gerais,1592,Ataleia,3226,Ataléia,Distrito,District,,,7650
3227,33,BRA,Brazil,13,Minas Gerais,1592,Ataleia,3227,Fidelandia,Distrito,District,,,3330
3228,33,BRA,Brazil,13,Minas Gerais,1592,Ataleia,3228,Novo Horizonte,Distrito,District,,,2655
3229,33,BRA,Brazil,13,Minas Gerais,1593,Augusto de Lima,3229,Augusto de Lima,Distrito,District,,,4434
3230,33,BRA,Brazil,13,Minas Gerais,1594,Baependi,3230,Baependi,Distrito,District,,,19105
3231,33,BRA,Brazil,13,Minas Gerais,1595,Baldim,3231,Amanda,Distrito,District,,,1429
3232,33,BRA,Brazil,13,Minas Gerais,1595,Baldim,3232,Baldim,Distrito,District,,,3765
3233,33,BRA,Brazil,13,Minas Gerais,1595,Baldim,3233,São Vicente,Distrito,District,,,2163
3234,33,BRA,Brazil,13,Minas Gerais,1596,Bambuí,3234,Bambuí,Distrito,District,,,24559
3235,33,BRA,Brazil,13,Minas Gerais,1597,Bandeira,3235,Bandeira,Distrito,District,,,4730
3236,33,BRA,Brazil,13,Minas Gerais,1598,Bandiera do Sul,3236,Bandeira do Sul,Distrito,District,,,6292
3237,33,BRA,Brazil,13,Minas Gerais,1599,Barão de Cocais,3237,Barão de Cocais,Distrito,District,,,27723
3238,33,BRA,Brazil,13,Minas Gerais,1599,Barão de Cocais,3238,Cocais,Distrito,District,,,4532
3239,33,BRA,Brazil,13,Minas Gerais,1600,Barão de Monte Alto,3239,Barão de Monte Alto,Distrito,District,,,1738
3240,33,BRA,Brazil,13,Minas Gerais,1600,Barão de Monte Alto,3240,Cachoeira Alegre,Distrito,District,,,2180
3241,33,BRA,Brazil,13,Minas Gerais,1600,Barão de Monte Alto,3241,Silveira Carvalho,Distrito,District,,,777
3242,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3242,Barbacena,Distrito,District,,,99581
3243,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3243,Colonia Rodrigo Silva,Distrito,District,,,3882
3244,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3244,Correia de Almeida,Distrito,District,,,4420
3245,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3245,Costas da Mantiqueira,Distrito,District,,,1461
3246,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3246,Faria,Distrito,District,,,1822
3247,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3247,Galego,Distrito,District,,,1496
3248,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3248,Mantiqueira do Palmital,Distrito,District,,,2945
3249,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3249,Padre Brito,Distrito,District,,,1264
3250,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3250,Pinheiro Grosso,Distrito,District,,,3847
3251,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3251,Ponte do Cosme,Distrito,District,,,2045
3252,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3252,Ponto Chique do Martelo,Distrito,District,,,1240
3253,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3253,São Sebastião dos Torres,Distrito,District,,,2396
3254,33,BRA,Brazil,13,Minas Gerais,1601,Barbacena,3254,Senhora das dores,Distrito,District,,,4379
3255,33,BRA,Brazil,13,Minas Gerais,1602,Barra Longa,3255,Bonfim da Barra,Distrito,District,,,1442
3256,33,BRA,Brazil,13,Minas Gerais,1602,Barra Longa,3256,Primeiro Subdistrito,Distrito,District,,,3466
3257,33,BRA,Brazil,13,Minas Gerais,1602,Barra Longa,3257,Segundo Subdistrito,Distrito,District,,,772
3258,33,BRA,Brazil,13,Minas Gerais,1603,Barroso,3258,Barroso,Distrito,District,,,20927
3259,33,BRA,Brazil,13,Minas Gerais,1604,Bela Vista de Minas,3259,Bela Vista de Minas,Distrito,District,,,10195
3260,33,BRA,Brazil,13,Minas Gerais,1605,Belmiro Braga,3260,Belmiro Braga,Distrito,District,,,1915
3261,33,BRA,Brazil,13,Minas Gerais,1605,Belmiro Braga,3261,Porto das Flores,Distrito,District,,,835
3262,33,BRA,Brazil,13,Minas Gerais,1605,Belmiro Braga,3262,Tres Ilhas,Distrito,District,,,725
3263,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3263,Barreiro,Distrito,District,,,292692
3264,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3264,Centro-Sul,Distrito,District,,,187394
3265,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3265,Leste,Distrito,District,,,220318
3266,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3266,Nordeste,Distrito,District,,,309657
3267,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3267,Noroeste,Distrito,District,,,351086
3268,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3268,Norte,Distrito,District,,,209914
3269,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3269,Oeste,Distrito,District,,,233794
3270,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3270,Pampulha,Distrito,District,,,254858
3271,33,BRA,Brazil,13,Minas Gerais,1606,Belo Horizonte,3271,Venda Nova,Distrito,District,,,269719
3272,33,BRA,Brazil,13,Minas Gerais,1607,Belo Oriente,3272,Belo Oriente,Distrito,District,,,11368
3273,33,BRA,Brazil,13,Minas Gerais,1607,Belo Oriente,3273,Bom Jesus do Bagre,Distrito,District,,,1382
3274,33,BRA,Brazil,13,Minas Gerais,1607,Belo Oriente,3274,Perpetuo Socorro,Distrito,District,,,7311
3275,33,BRA,Brazil,13,Minas Gerais,1607,Belo Oriente,3275,São Sebastião de Braunas,Distrito,District,,,4897
3276,33,BRA,Brazil,13,Minas Gerais,1608,Belo Vale,3276,Belo Vale,Distrito,District,,,6156
3277,33,BRA,Brazil,13,Minas Gerais,1608,Belo Vale,3277,Santana do Paraopeba,Distrito,District,,,3231
3278,33,BRA,Brazil,13,Minas Gerais,1609,Berilo,3278,Berilo,Distrito,District,,,6803
3279,33,BRA,Brazil,13,Minas Gerais,1609,Berilo,3279,Leliveldia,Distrito,District,,,2041
3280,33,BRA,Brazil,13,Minas Gerais,1610,Berizal,3280,Berizal,Distrito,District,,,4199
3281,33,BRA,Brazil,13,Minas Gerais,1611,Bertópolis,3281,Bertópolis,Distrito,District,,,3135
3282,33,BRA,Brazil,13,Minas Gerais,1611,Bertópolis,3282,Umburaninha,Distrito,District,,,1360
3283,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3283,Centro,Distrito,District,,,84717
3284,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3284,Citrolandia,Distrito,District,,,29604
3285,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3285,Imbirucu,Distrito,District,,,75470
3286,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3286,Jardim Alterosa,Distrito,District,,,104316
3287,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3287,Jardim Santa Cruz,Distrito,District,,,52054
3288,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3288,Jardim Terezopolis,Distrito,District,,,37812
3289,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3289,Norte,Distrito,District,,,50908
3290,33,BRA,Brazil,13,Minas Gerais,1612,Betim,3290,Vianópolis,Distrito,District,,,20495
3291,33,BRA,Brazil,13,Minas Gerais,1613,Bias Fortes,3291,Bias Fortes,Distrito,District,,,3414
3292,33,BRA,Brazil,13,Minas Gerais,1614,Bicas,3292,Bicas,Distrito,District,,,13563
3293,33,BRA,Brazil,13,Minas Gerais,1615,Biquinhas,3293,Biquinhas,Distrito,District,,,2355
3294,33,BRA,Brazil,13,Minas Gerais,1616,Boa Esperança,3294,Boa Esperança,Distrito,District,,,41473
3295,33,BRA,Brazil,13,Minas Gerais,1617,Bocaiúva,3295,Alto Belo,Distrito,District,,,3861
3296,33,BRA,Brazil,13,Minas Gerais,1617,Bocaiúva,3296,Bocaiúva,Distrito,District,,,43866
3297,33,BRA,Brazil,13,Minas Gerais,1617,Bocaiúva,3297,Terra Branca,Distrito,District,,,2855
3298,33,BRA,Brazil,13,Minas Gerais,1618,Bocaina de Minas,3298,Bocaina de Minas,Distrito,District,,,2870
3299,33,BRA,Brazil,13,Minas Gerais,1618,Bocaina de Minas,3299,Mirantao,Distrito,District,,,3425
3300,33,BRA,Brazil,13,Minas Gerais,1619,Bom despacho,3300,Bom despacho,Distrito,District,,,52396
3301,33,BRA,Brazil,13,Minas Gerais,1619,Bom despacho,3301,Engenho do Ribeiro,Distrito,District,,,2992
3302,33,BRA,Brazil,13,Minas Gerais,1620,Bom Jardim de Minas,3302,Bom Jardim de Minas,Distrito,District,,,5989
3303,33,BRA,Brazil,13,Minas Gerais,1620,Bom Jardim de Minas,3303,Tabuao,Distrito,District,,,1007
3304,33,BRA,Brazil,13,Minas Gerais,1621,Bom Jesus da Penha,3304,Bom Jesus da Penha,Distrito,District,,,4923
3305,33,BRA,Brazil,13,Minas Gerais,1622,Bom Jesus do Amparo,3305,Bom Jesus do Amparo,Distrito,District,,,5885
3306,33,BRA,Brazil,13,Minas Gerais,1623,Bom Jesus do Galho,3306,Bom Jesus do Galho,Distrito,District,,,8667
3307,33,BRA,Brazil,13,Minas Gerais,1623,Bom Jesus do Galho,3307,Passa dez,Distrito,District,,,1302
3308,33,BRA,Brazil,13,Minas Gerais,1623,Bom Jesus do Galho,3308,Quartel do Sacramento,Distrito,District,,,1608
3309,33,BRA,Brazil,13,Minas Gerais,1623,Bom Jesus do Galho,3309,Reves do Belem,Distrito,District,,,2938
3310,33,BRA,Brazil,13,Minas Gerais,1624,Bom Repouso,3310,Bom Repouso,Distrito,District,,,13696
3311,33,BRA,Brazil,13,Minas Gerais,1625,Bom Sucesso,3311,Bom Sucesso,Distrito,District,,,16291
3312,33,BRA,Brazil,13,Minas Gerais,1625,Bom Sucesso,3312,Macaia,Distrito,District,,,1538
3313,33,BRA,Brazil,13,Minas Gerais,1626,Bonfim,3313,Bonfim,Distrito,District,,,5556
3314,33,BRA,Brazil,13,Minas Gerais,1626,Bonfim,3314,Santo Antonio da Vargem Alegre,Distrito,District,,,2365
3315,33,BRA,Brazil,13,Minas Gerais,1627,Bonfinópolis de Minas,3315,Bonfinópolis de Minas,Distrito,District,,,5383
3316,33,BRA,Brazil,13,Minas Gerais,1628,Bonito de Minas,3316,Bonito de Minas,Distrito,District,,,10401
3317,33,BRA,Brazil,13,Minas Gerais,1629,Borda da Mata,3317,Borda da Mata,Distrito,District,,,13884
3318,33,BRA,Brazil,13,Minas Gerais,1629,Borda da Mata,3318,Cervo,Distrito,District,,,2082
3319,33,BRA,Brazil,13,Minas Gerais,1629,Borda da Mata,3319,Sertaozinho,Distrito,District,,,2222
3320,33,BRA,Brazil,13,Minas Gerais,1630,Botelhos,3320,Botelhos,Distrito,District,,,12182
3321,33,BRA,Brazil,13,Minas Gerais,1630,Botelhos,3321,Palmeiral,Distrito,District,,,2602
3322,33,BRA,Brazil,13,Minas Gerais,1630,Botelhos,3322,São Gonçalo de Botelhos,Distrito,District,,,773
3323,33,BRA,Brazil,13,Minas Gerais,1631,Botumirim,3323,Adao Colares,Distrito,District,,,1244
3324,33,BRA,Brazil,13,Minas Gerais,1631,Botumirim,3324,Botumirim,Distrito,District,,,3738
3325,33,BRA,Brazil,13,Minas Gerais,1631,Botumirim,3325,Santa Cruz de Botumirim,Distrito,District,,,482
3326,33,BRA,Brazil,13,Minas Gerais,1632,Braúnas,3326,Luminosa,Distrito,District,,,1630
3327,33,BRA,Brazil,13,Minas Gerais,1633,Bras Pires,3327,Bras Pires,Distrito,District,,,4240
3328,33,BRA,Brazil,13,Minas Gerais,1634,Brasópolis,3328,Brasópolis,Distrito,District,,,10689
3329,33,BRA,Brazil,13,Minas Gerais,1634,Brasópolis,3329,Brazilandia de Minas,Distrito,District,,,15719
3330,33,BRA,Brazil,13,Minas Gerais,1634,Brasópolis,3330,Dias,Distrito,District,,,1962
3331,33,BRA,Brazil,13,Minas Gerais,1635,Brasília de Minas,3331,Angicos de Minas,Distrito,District,,,7220
3332,33,BRA,Brazil,13,Minas Gerais,1635,Brasília de Minas,3332,Brazilia de Minas,Distrito,District,,,21133
3333,33,BRA,Brazil,13,Minas Gerais,1635,Brasília de Minas,3333,Fernao Dias,Distrito,District,,,4984
3334,33,BRA,Brazil,13,Minas Gerais,1636,Brasilândia de Minas,3334,Braúnas,Distrito,District,,,4277
3335,33,BRA,Brazil,13,Minas Gerais,1637,Brumadinho,3335,Aranha,Distrito,District,,,2789
3336,33,BRA,Brazil,13,Minas Gerais,1637,Brumadinho,3336,Brumadinho,Distrito,District,,,25652
3337,33,BRA,Brazil,13,Minas Gerais,1637,Brumadinho,3337,Conceicao de Itagua,Distrito,District,,,5841
3338,33,BRA,Brazil,13,Minas Gerais,1637,Brumadinho,3338,Piedade do Paraopeba,Distrito,District,,,6062
3339,33,BRA,Brazil,13,Minas Gerais,1637,Brumadinho,3339,São José do Paraopeba,Distrito,District,,,1690
3340,33,BRA,Brazil,13,Minas Gerais,1638,Buenópolis,3340,Buenópolis,Distrito,District,,,6280
3341,33,BRA,Brazil,13,Minas Gerais,1638,Buenópolis,3341,Curimatai,Distrito,District,,,2440
3342,33,BRA,Brazil,13,Minas Gerais,1639,Bueno Brandão,3342,Bueno Brandão,Distrito,District,,,11336
3343,33,BRA,Brazil,13,Minas Gerais,1640,Bugre,3343,Bugre,Distrito,District,,,4789
3344,33,BRA,Brazil,13,Minas Gerais,1641,Buritis,3344,Buritis,Distrito,District,,,19149
3345,33,BRA,Brazil,13,Minas Gerais,1641,Buritis,3345,São Pedro do Passa Tres,Distrito,District,,,2272
