cell_id,cell_type,latitude,longitude,altitude,antenna_height,power_w,range_m,directionality,azimuth_angle,elevation_angle,path_loss_exponent,horizontal_beam_width,vertical_beam_width,azimuth_signal_strength_back_loss,elevation_signal_strength_back_loss
c00019,small,-22.9562,-43.1903,690.7171456248859,13.445715911171327,18.583820456229507,983.4320738931742,1,261.0280811299284,-11.502393298122584,2.8,89.46110434377039,16.624051184131687,15.655623565435693,12.725161815457817
c00020,macro,-23.4797,-46.5019,645.9512365108598,37.30347667741115,26.578580640433806,1396.7959763681197,0,,,3.2,65.01467933234373,10.528647632618938,17.704836038302446,16.25325562123088
c00021,small,-23.6683,-46.7213,648.0151517854606,14.258782198317174,16.139888542975413,607.5724912068988,0,,,2.8,79.12375603114423,25.411131446132135,12.223927081934104,12.833137851911014
c00022,macro,-23.5362,-46.5433,654.7609246942316,28.966354437627444,30.743292456393622,1220.6626399707752,0,,,3.2,69.2748148780093,5.8218178349312115,16.403826580046307,20.8393477264586
c00023,macro,-23.4664,-46.422,627.780587368958,34.497985887527435,41.87679321670974,1095.886119421456,1,358.7165966031205,-4.74886146744438,3.2,75.05150554133627,12.910474243594829,17.31994093310932,20.79449357495413
c00024,macro,-23.6642,-46.4486,636.1866510083726,39.97964447024505,35.07064953106698,1238.3787650455897,1,77.24602627846463,-6.787702624227543,3.2,60.09892345882972,14.690219918149655,21.778682920829077,19.114127117667536
c00025,micro,-22.984,-47.1127,685.6385172873005,5.921449577717775,3.449724074537677,510.74509825072045,1,46.514687268090604,4.752192388345968,3.0,111.34434806229572,28.411595115141317,10.312332299651995,11.969826498684137
c00026,small,-22.8615,-46.3353,647.3558712420097,11.413136643925274,10.95654138727792,579.5488114366817,1,333.2489174933077,-2.7926204453598533,2.8,94.42082417190525,14.841718242795466,15.534862191638005,13.589137145427452
c00027,micro,-23.6515,-46.5285,633.2488604394958,4.604958723006518,1.936964546888242,574.3795082428849,1,58.29504977532699,-9.9510045739259,3.0,124.14312517156654,25.942657054338042,10.981256189626409,11.80048916398148
c00028,micro,-23.6676,-46.5478,640.9591620727346,6.220911164211107,1.6479470245886283,523.2878705190622,1,316.54077106658593,-1.689039866859033,3.0,120.0580814093421,28.453235746242637,11.1259371136335,10.073452450450803
c00029,small,-23.366,-44.9561,671.4564737466027,9.339204439937141,14.499940257591145,522.7621960282811,1,234.1643859528084,1.8246868081393632,2.8,94.1582043699431,23.376529091391895,12.654822924733022,12.4723358591921
c00030,macro,-23.6162,-46.7057,610.4820622975012,33.99030687384451,59.91716791000704,1562.2140230772586,1,207.67013930538675,-2.3742613265860113,3.2,70.49894019561191,12.459120234911687,21.929259801283322,17.58299200148358
c00031,macro,-23.5103,-46.8369,655.092997947077,27.114607912357002,39.859105132641496,1361.7888532854677,0,,,3.2,66.30508989338804,8.10371043880381,18.120395664534563,18.607359879233172
c00032,small,-23.7052,-46.8441,699.2443749008493,14.985993587778266,17.93550558932587,770.5952812141418,1,261.35962457329805,-6.964297144098628,2.8,90.21559660843262,16.290493898774308,13.353384172355954,14.63732003711742
c00033,small,-23.6474,-46.7109,690.6212525457806,8.32922566759848,10.21209738750435,809.450455218981,1,39.789428190592936,-6.669275710876941,2.8,86.05889797606957,16.93362085359574,13.526648304536447,12.664487137106743
c00034,small,-23.6351,-46.719,661.4640556163735,11.847508300959737,5.207398228483059,824.7609865143286,1,359.8077997464081,3.086631988187805,2.8,84.19893575016872,16.884573083136363,13.195944779335676,15.008054865198321
c00035,micro,-22.9511,-43.1641,676.3288522008796,4.880850266948151,3.1120352019957345,451.03656892507206,1,339.0803015215423,-3.2866562209472985,3.0,125.51922836351356,31.695704376306068,11.93894652875094,10.38203937069586
c00036,micro,-23.6376,-46.537,676.1365256959255,7.51826249010662,2.7416274202344746,504.2248477551119,0,,,3.0,121.15879052601409,30.636436378649336,13.28887533095278,13.96755230361495
c00037,small,-23.3482,-46.0434,647.482959930218,9.537544234860231,14.395107355608449,586.1157423867223,1,224.02408821926645,-1.4634642966221436,2.8,86.07323245680637,16.668572727400665,13.178856618852162,14.085233006288373
c00038,micro,-23.5575,-46.748,668.4958760672862,7.336272667549587,2.2146161521167955,553.2390433531558,0,,,3.0,120.32234615798463,35.18130811868413,10.874410794388433,10.168054537799277
c00039,small,-22.9786,-43.1909,685.7716603757472,14.563603136460904,5.3888807945580535,825.7185457798342,0,,,2.8,90.99407164058859,22.768565038247225,12.677652898053786,13.385978650730065
c00040,small,-23.5079,-46.5724,624.7247551375174,10.274742661540323,19.06219852450657,582.5532823129374,1,5.377299922163679,-7.081627024355244,2.8,80.78229532120037,21.76510061955755,14.63606319805738,14.456965570401845
c00041,macro,-23.514,-46.1839,661.533017549632,29.2489629470383,55.289174591651225,1291.125475886335,1,179.80902070035944,-7.255579599091502,3.2,63.05588265373241,5.929774983427567,18.93943242245906,18.12490017591135
c00042,macro,-23.3167,-46.5832,657.229508961771,33.026816433888044,28.18451084526963,1824.2775313861894,1,224.55704435757116,1.3465352618653528,3.2,59.77006836345189,11.923287331516391,21.07769958376745,16.850088071878407
c00043,small,-23.5946,-46.5912,652.0632896994842,14.706301822931769,7.522982744598362,877.4965780355999,1,237.13423515898145,-2.0099485767796095,2.8,92.1220772767908,19.302202604520563,14.321804601757334,13.630487195021917
c00044,macro,-23.531,-46.7523,650.2926661133076,29.834512252873825,42.248840567210024,1573.9075744148622,1,119.57020741847268,-1.0854253413528634,3.2,62.08050733061039,6.761705208868422,18.866509899125493,19.570395330424567
c00045,macro,-23.5707,-46.3437,654.6333994506085,32.74833580627652,32.87181634220215,1564.3607619997142,0,,,3.2,67.86639491082607,7.060594361838995,21.75381955657087,17.17412398247653
c00046,small,-23.3119,-45.8986,656.3114439569897,14.809608773286477,10.6139536246866,637.6222967118687,1,229.0718183985268,-1.6892451803527126,2.8,90.36281091464973,28.12207136313592,14.454084930738015,12.329988842582907
c00047,small,-23.7393,-46.5987,672.3723058572635,14.60082387415957,19.19426178697027,711.0229587037492,0,,,2.8,96.43636467164738,19.949819733064803,14.08542397821796,13.236424025240932
c00048,small,-23.2122,-45.3509,659.5302932645436,13.549073581389997,6.198958921744727,683.6135221902448,1,346.3686716340691,-3.8233174179231058,2.8,93.50623392976063,20.179628687713123,12.883342542594733,14.098688342931283
c00049,micro,-23.4642,-46.5464,646.4424681064726,4.514588485170634,1.8729314478968857,541.0600336726435,0,,,3.0,121.86270516318685,36.164133106743,10.63274668727422,11.395876229182873
c00050,micro,-23.5982,-46.6368,633.2015708501795,6.353501188488694,4.437223433031907,472.7946114979564,1,0.45854865032057823,2.6583606712764496,3.0,115.06234592778249,29.590486754022994,10.004086310070456,12.762744958160349
c00051,micro,-23.6324,-46.6293,640.5511496434592,6.786028929584524,4.935311836421998,440.4192362420552,1,8.380613333611082,-7.888367951039002,3.0,127.79053113634339,27.960946769636923,12.42601275669252,11.699323776248105
c00052,macro,-23.5101,-46.7093,655.2233220575806,33.14833864795516,57.38006620847662,1066.777566715353,1,248.50807324861478,-3.833035332431131,3.2,71.11383087798778,10.627996925825107,21.02579355689887,21.976681133199104
c00053,small,-23.5186,-46.6453,635.8785852423534,13.188509217642888,5.065138008010431,683.8615226899362,1,148.55223511638098,0.35714143597465897,2.8,86.3847118462059,17.943086547735,14.3452347816534,12.416988801240432
c00054,macro,-23.7083,-46.6071,668.9175417742924,36.03297675838638,42.04722086057866,1700.067531556186,0,,,3.2,51.37879883426133,12.207515032029153,20.448678029927574,19.446509530068457
c00055,macro,-22.9603,-43.2107,658.6011028134571,34.34421668266397,46.15784100422324,844.2618353596256,1,62.28554741505433,4.127838325322999,3.2,67.56236315623764,8.991561366823438,19.771224121395775,16.701755684292493
c00056,small,-23.5084,-46.572,672.8705484011402,14.669398540005549,6.554548353958205,860.4717411895507,1,4.97768905882507,-6.183031259785999,2.8,81.54553600257574,17.585799202802672,14.614907523074983,14.929400731555088
c00057,small,-23.6558,-46.5301,637.2236155806595,9.56568962196685,19.790577015159215,998.8864600495534,1,139.70964604093643,2.100184472823303,2.8,85.89386937659766,18.40066013711064,12.207693417187361,13.425822180481223
c00058,micro,-23.9603,-46.4695,633.378646707035,5.006657938511747,2.4223269295308945,449.21594370715286,1,264.9830775506816,-2.7654547915719343,3.0,118.12292828607748,33.48010769818892,11.302559424023336,13.930655239410566
c00059,micro,-23.2628,-47.3206,672.7211445253533,6.505500534358221,3.7925231443926677,576.9772864433943,1,349.82198401592467,1.1776665555029533,3.0,118.18719232863708,33.792670919275835,12.680621410057938,10.130954758535982
c00060,small,-22.9506,-43.1797,652.5990791333511,13.669316313800742,19.575931474689682,763.6648757731584,1,318.11539656637996,0.15311472328514641,2.8,96.90617805925163,22.55518770043909,15.95095813621311,12.819152398661258
c00061,small,-23.17,-46.4219,645.9496574219622,8.794415055359268,10.768986596816518,700.5194468318573,1,174.26686029737,-8.055856170259052,2.8,91.4718145910629,21.71336696234424,14.319140408316835,12.03220482158374
c00062,small,-23.4533,-46.3312,663.973209913048,10.53314576182715,16.14328440955397,646.8495563909211,1,292.61422195069196,-0.8001041734912975,2.8,92.98669127524134,23.871805653832006,14.553329671149925,12.339718280930763
c00063,macro,-22.9686,-43.2784,663.2289847729146,35.46914567018185,23.040831409163168,1056.3207890990582,1,25.31896483234106,1.022786364677156,3.2,62.132284505827485,9.380032043242043,17.238368662226552,19.68760184699047
c00064,small,-23.5208,-46.7726,624.8847252653342,10.812823065482716,16.039001709877827,812.239114545599,0,,,2.8,86.85407771694764,17.84876899634114,14.278727058870606,12.949121071794721
c00065,small,-23.1936,-46.8857,677.6929024617218,14.967284960750796,6.49724309382855,725.5916075988592,1,332.74742868520923,-3.9852657092264834,2.8,92.42381626171658,21.76852721779872,14.76287915756874,13.467876359839964
c00066,small,-23.636,-46.7197,641.7918611316925,10.246836656758974,8.526798863611607,886.4179342099578,1,142.6986530966664,-9.286655647092353,2.8,82.39918295213502,20.916524518574377,14.62737787111848,12.613235358984578
c00067,small,-23.7638,-46.5917,684.0003609548381,11.883135018025033,18.3347351155494,803.344569507552,1,345.63622667872164,-0.26552993379626333,2.8,94.67601329730503,21.302606304263197,15.196611309603025,14.179935195736848
c00068,micro,-23.5203,-46.1951,623.3290277287267,5.850754424360959,4.462188857315032,392.46341934515704,1,79.4466348224779,-2.165006528744356,3.0,126.4614815862597,31.323744395357743,12.760569577698345,13.498235839069006
c00069,small,-23.9301,-46.3478,656.3479776496063,12.43443509802286,7.485452144997463,705.9606941285404,1,38.028171432021665,-6.688735658840343,2.8,84.22286630224721,17.408673089613686,12.646186395748485,12.77757747459332
c00070,micro,-23.5692,-46.697,646.2875759812305,5.92831478139351,1.1077471232618463,565.7448980548901,1,188.91444098941238,-4.3033599875056,3.0,121.23671097753365,32.116683186446,10.178814097465962,10.53897708265265
c00071,small,-23.623,-46.697,610.4953064713163,12.744872512515599,12.812830352715824,976.5056266413341,1,326.60887391324076,-2.381987003488909,2.8,80.12793005531083,16.883801052371172,12.654892791368034,15.81865543440319
c00072,macro,-23.5242,-46.7834,663.1641595610332,28.27459860178394,39.50748699873105,1295.3657108591776,1,112.06051874810791,-5.234543156210682,3.2,62.599042163236376,9.664285565418096,17.097194835626492,18.280745170945696
c00073,micro,-23.2347,-47.3099,611.5212594650999,6.205162211747266,4.6322595219847384,398.820928868726,1,288.0577149836229,-2.9892914899604355,3.0,118.8177498410198,31.64745808461346,11.673646788620333,10.81928836344043
c00074,micro,-23.6047,-46.6963,644.1666627806595,6.280549796560254,2.9965959714791692,595.2224374586112,0,,,3.0,122.06910046776652,27.03372993101199,13.871930789442994,12.113215127163166
c00075,small,-23.6073,-46.6525,672.0855095543237,8.841051983559458,8.66228659423344,505.6322877643552,1,268.4053425603382,2.397686787407821,2.8,101.31165802812514,21.617414851112205,12.878317551998308,14.259196607114355
c00076,small,-23.6154,-46.85,639.3992804540992,11.913884290775648,13.364218350194934,844.7440123074149,1,200.52969889947516,-2.9363628601348615,2.8,90.67443242897909,22.61852307042993,15.853812749571627,15.186488941648676
c00077,small,-23.5148,-46.5446,631.9253169696896,12.44305170540571,7.947960486971744,705.3957284935118,1,63.006111141974,-7.397414025961242,2.8,90.53604062501879,18.14508180072056,13.428142210168726,13.687290063073364
c00078,small,-22.9917,-43.2359,666.0071294112402,14.323439651729563,8.236223736733512,560.8109161307723,1,258.5114097975391,-12.838835393550731,2.8,80.65022076285837,21.82710557301719,13.264698140678602,12.81952597662239
c00079,macro,-23.5265,-46.6104,645.009638989412,31.348173077766525,43.17892221868666,1867.0023177885214,0,,,3.2,67.08251866027072,7.251820591686861,21.19943903848925,17.114037674158524
c00080,small,-23.6666,-46.4676,641.8988061062036,14.701053648380032,5.701985859615471,546.3477259398267,1,185.55668249163853,-0.7676337891054321,2.8,93.1128015505111,23.598123533904115,12.917236933250853,13.798221400793343
c00081,small,-22.8875,-47.0169,675.4998495433865,9.64519042494326,19.852570817124903,824.6594934347149,1,81.16834955136287,-2.1572571461237953,2.8,94.43009860784974,18.914606670330684,13.925621791827357,13.649277679818416
c00082,macro,-23.5802,-46.6623,626.6544252969085,37.37694784003263,31.616115912801362,833.6489460683392,1,47.62580120819876,0.4545920050584171,3.2,74.60548286586737,8.859643435010948,17.445185083627134,17.78312742299767
c00083,micro,-22.9031,-43.1776,640.8078548905916,6.839192235555508,3.22699704160936,462.0857338838438,1,344.61181744552414,0.44359358518684555,3.0,123.12992039313308,26.34428522590776,11.10057518832304,13.4858186969584
c00084,micro,-22.9687,-43.2217,667.3289402213954,5.809711445700742,3.1594932785899976,533.3576139435147,0,,,3.0,119.40830186628139,29.847294303316364,12.118201738921814,11.656324273551304
c00085,micro,-23.6322,-46.7161,625.3610528898097,6.890542435138543,1.9717087736357946,532.3436091270397,1,291.32693408641825,-4.016856869031268,3.0,124.6116504250738,29.397253664362058,12.15125428254845,11.174295516299138
c00086,macro,-23.5197,-46.7826,685.5069431947238,36.28332469253188,49.4306660903343,1333.8392085418375,0,,,3.2,61.410747883497,5.147561509237491,17.461348573357544,17.535451467601966
c00087,small,-23.5281,-46.5362,645.6630502986645,9.473632015763814,6.696428446802658,573.886575221865,1,298.610519469224,-1.3162319043792023,2.8,89.00352518859634,15.683562117230696,15.621265060475233,14.494633947877436
c00088,micro,-22.8453,-47.1373,667.4905476282473,5.943742278320988,4.1289657639628485,543.1327632620543,0,,,3.0,113.6472281516961,30.83083142053727,11.042205029557682,11.606688023670898
c00089,small,-23.2591,-45.8146,667.4487035604509,12.786224174921982,11.234282256213548,928.038022670012,1,178.902080836936,-3.4116126852638833,2.8,94.44953921705407,16.0586282086662,14.696715928016655,15.642480724301947
c00090,micro,-23.9402,-46.316,646.9542415207515,6.651265669314015,3.929353490142806,547.3489645710594,1,240.1649173808256,2.905909623666889,3.0,121.3090489452746,29.606325517961874,13.117025475642736,10.377373304375592
c00091,small,-23.936,-46.3696,640.4197577630688,11.42638514299039,11.263369723459734,655.4639931524247,0,,,2.8,95.85254444109796,17.970431878572438,12.751044140565572,12.94889795606706
c00092,small,-23.7287,-46.8924,649.140708760916,13.204968097773175,9.55439361401569,671.921430365957,1,53.98450175822699,-1.477236125933354,2.8,92.6286129745911,18.661958472487413,15.349409359803081,12.386192073890406
c00093,small,-23.5381,-46.5635,664.2536849498075,13.93930361322726,16.90985435367984,830.0622177793641,1,228.23373393034075,6.620437869295891,2.8,79.16888791044988,19.891583551802896,15.782018837592691,14.86119216149581
c00094,small,-23.5461,-46.5657,630.2715031207829,8.074792564928707,10.065378673903231,610.0819412058519,0,,,2.8,84.24195072634139,19.952545263810965,14.852216349934416,12.001569602206054
c00095,small,-23.5202,-46.775,625.9348282253779,14.151113508504116,14.381754286297802,503.51960484135867,1,237.74982441897515,3.71443697755286,2.8,98.43447922223487,19.182917132943015,14.37449445267289,15.17841031602375
c00096,small,-23.5312,-46.3163,679.6840544350724,9.8580436978296,13.145005720757075,722.9146700666737,1,13.033732844187224,-6.190454633467432,2.8,90.41192214187966,22.037704937517525,14.687085900518236,14.911552121248219
c00097,micro,-23.2024,-46.927,635.3028985913421,5.0524396463260235,1.383169396073332,359.76868304678095,1,349.35585015251627,5.7687300086251625,3.0,124.0013484207818,24.890205897357337,10.014731453795447,13.352937294866233
c00098,micro,-23.4633,-46.5271,657.081677640568,6.166805619290135,3.251166298006173,418.3335908311985,0,,,3.0,123.10897552475409,23.663420247753812,10.907162027343388,13.660860395756682
c00099,macro,-23.4672,-46.4846,645.9559158220179,27.73058587155127,38.66319987071077,943.7803919515384,0,,,3.2,64.52189722484754,12.206345000014057,21.076362937555658,19.496202849376868
c00100,macro,-23.1645,-46.9285,646.8426877755318,25.959488644859483,42.45241606192571,1076.057456490279,1,350.9882214857007,-11.636993653652956,3.2,57.12261470251546,18.364755521592848,16.277982661114777,17.654148055456652
c00101,small,-23.9493,-46.3134,678.6077944277529,14.785778491321583,17.96043324427673,763.9398891779277,1,277.57187879521496,-1.6948367017847084,2.8,90.43440238290287,17.717679131753684,14.943907381099937,15.3032179807058
c00102,small,-23.934,-47.0169,648.2966162448495,11.011834053047938,17.292239463430942,722.9477652207648,1,337.16760493626236,-7.333415832410559,2.8,85.84171943911183,23.794023180470624,15.437607388734449,12.362496824543387
c00103,macro,-23.1144,-46.8594,642.8634774356425,34.79752089530025,34.437213237029496,1286.431066542792,1,290.3830894108907,-1.3669846858120362,3.2,67.19249485872452,10.180246773578217,20.30667831284206,16.287676885059604
c00104,macro,-23.9363,-46.3829,644.6056872745022,31.661162783124965,47.060211436533685,918.1735598906195,0,,,3.2,61.549986188345514,13.573178034135806,19.69531553629956,20.90769823206623
c00105,macro,-23.5658,-45.27,639.9308316184499,31.157108407023486,24.126859557329507,1795.3865519260426,1,102.43907959068216,4.190799351179216,3.2,72.88026296729865,9.215068112625422,16.227618992488235,17.7126008387616
c00106,small,-23.2047,-46.1629,636.5981861474991,13.967132349441318,8.269209769126746,728.9958524978338,1,117.67731901182914,-0.7937041484930849,2.8,86.81262846201672,22.820197603871076,14.63468270039973,12.81483886216416
c00107,small,-23.5984,-46.6936,640.0110627416824,9.399548373239925,16.251676920270867,832.8694490959523,1,341.0175862959731,6.119486302998306,2.8,95.96324913235756,22.600421366329833,14.125902590514116,14.206605205481145
c00108,micro,-23.3236,-46.8233,683.2642022577724,5.871983008962888,4.828104806820363,407.42737190234504,1,309.82522181603207,-7.092096125970051,3.0,108.79475271162906,32.212291249107075,12.37010909438716,12.70309868779483
c00109,macro,-23.0064,-43.317,664.2297765412085,25.375281511828977,40.24909786077782,899.5065887040222,0,,,3.2,66.80159894903322,5.960660580793255,17.087228025759416,17.827963714636265
c00110,small,-23.6292,-46.5968,643.0960690228065,11.676098898346071,16.88852687141972,922.8443935480109,1,134.37627034345337,-10.210849668131306,2.8,97.49236028710752,18.02148430243686,12.729799337424808,13.309193005283555
c00111,micro,-23.2264,-45.879,669.6331126923765,5.208785171397036,4.484629773704836,524.6483070291451,1,107.1699804993185,-2.167698094102824,3.0,119.3670372223141,28.0116285949397,13.669174666816911,11.778678509595588
c00112,small,-23.4294,-46.4941,618.2561239722526,8.443016344752953,18.78778495543071,682.752781268787,0,,,2.8,93.98604495465975,19.65073013860183,13.496901496156344,15.383324265078462
c00113,small,-23.5243,-46.7737,677.5135670343134,13.143900242782298,19.448264045279792,895.046776420725,0,,,2.8,92.75785880494585,22.168530320893407,12.338375264709237,13.83334959333095
c00114,micro,-22.6494,-47.3256,675.9031153965384,4.249248000734694,3.5036174853949786,520.8293637565774,1,3.782468372344865,-5.065985671635316,3.0,113.9298154373731,29.303626784012057,10.03812461249576,12.456603190955256
c00115,macro,-23.9345,-46.3325,694.7266802804728,30.72482848136965,55.82561737321454,1502.4091148380567,0,,,3.2,63.58380991807014,16.753572366526427,17.799547062107216,18.599862401301653
c00116,macro,-23.0872,-47.1795,670.2310287815732,27.680531324176567,29.407354552053725,995.9233683486494,1,339.4222842700468,-8.03875322660277,3.2,63.61858256324649,7.463034940877024,17.36261882577748,20.759762615737714
c00117,macro,-23.8531,-46.4046,658.7446908773035,25.515285064704454,54.73792122537594,927.8261653306989,0,,,3.2,66.82362920258564,12.841225596917731,17.015327143380276,19.690651931829148
c00118,small,-23.563,-46.717,675.822807697363,14.594698862086855,16.05453501765281,531.3418831226785,1,162.16048445180527,-2.535886410852516,2.8,93.13310886556438,19.400257472113726,14.914108638860261,13.717940539944545
c00119,small,-23.5671,-46.7026,637.4838113725281,13.901861273687476,11.748967578465669,740.1304279463,1,112.45312969185171,1.654777426504074,2.8,89.64813278349932,17.902550219809555,15.969170914213045,12.739007742221137
c00120,small,-23.1607,-46.9098,642.091670165957,12.762471521227706,9.394560035440433,688.0759605173757,1,26.60854675028538,-1.8185984135157842,2.8,83.98169961968007,17.782212100352123,12.383861463461775,14.248103575100483
c00121,small,-23.4687,-46.5422,648.7151036309313,8.832566681917822,17.969943939876472,732.9702891622317,1,80.81513208990464,1.6661608051775447,2.8,82.90101222211526,17.92832491181962,13.760783325736979,13.383792417499249
c00122,micro,-23.522,-46.558,677.3776306180079,6.040765589114745,1.7947733750442696,424.2583710434038,1,32.56502757727365,-8.912707487828401,3.0,126.42885852168494,28.326076050786604,12.403471446774452,12.207467229511801
c00123,small,-23.151,-47.0108,632.8824329443553,14.887718523750397,18.733317331350285,545.7389281978976,1,45.61179469755417,-4.7318776228349675,2.8,96.57383351563759,16.517189869349053,14.80030452165919,13.802123376010963
c00124,micro,-23.0876,-46.6309,630.7587660486068,4.039020244832398,2.388892520106809,548.3854833521218,1,58.86595588545713,-0.15598032345430113,3.0,118.0466304900169,27.260852693204473,10.01346685209878,10.20622060993151
c00125,small,-23.6815,-46.8584,654.7307615641404,10.407737154212947,6.463417736626186,569.414662397601,1,108.73059555034024,-1.627236976834567,2.8,89.83537770646544,28.611061437595414,12.11968762736123,13.085178588029176
c00126,small,-22.8721,-43.2509,664.3506099415173,12.429410003866206,13.314840790101757,646.739980116659,1,3.966004798392766,-6.444700458636711,2.8,92.38534783789153,14.143042371715389,13.758285959546456,14.435401614256094
c00127,micro,-23.6573,-46.5297,635.9383884811984,5.559321013911489,1.60143227784409,427.9051437137743,1,342.0517988135692,0.7362755686636082,3.0,125.87351926269899,27.180444453709995,12.491269834770344,11.57768533140897
c00128,micro,-23.4857,-46.5578,663.4083590554386,5.482619610635302,4.287722459958394,435.7338051231669,0,,,3.0,113.91478079123695,33.05950912040562,11.64638164359135,12.627314731236643
c00129,small,-23.1899,-45.8869,677.3679868410081,9.910860612681708,6.9379141709054615,636.7658131559064,0,,,2.8,91.05378540821924,17.057628343937903,15.17910769259077,15.35225122786952
c00130,micro,-23.5272,-46.5315,674.0092338696705,6.535013008533611,4.11468332509005,449.71271493722384,1,316.629921497321,-1.0522089580127678,3.0,121.95321392032604,29.282549044463543,11.737817194116682,13.391196314916485
c00131,macro,-23.4158,-46.494,657.0658553705648,30.98345744694368,55.402064435564455,1355.2687970662782,1,38.36446926867441,-2.9753225386630566,3.2,68.45548412549991,10.648175219602459,21.122726428636305,16.52604273820671
c00132,small,-23.4677,-46.5084,648.1880450222204,13.791254993714173,8.773695731960855,692.5482912705922,1,174.0975306314835,-5.09164934011444,2.8,91.30745411120063,21.788069896791015,13.172832277432851,12.082221520137168
c00133,small,-23.3999,-46.1783,684.7124727129483,10.648942215601686,10.747941977266645,728.6294385599422,1,304.1220951149025,-5.22747410098842,2.8,91.72473384105304,17.955797641573895,14.638808479713603,12.923664915222245
c00134,small,-23.5356,-46.5434,650.3080798898291,10.734742520485305,9.667463230015205,610.5862580150452,0,,,2.8,93.48701045507698,18.944863430465833,14.429363148978734,14.709391978592654
